House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
10,Whitehall Road,Danielle,Davidson,52,Head,Single,Female,"Administrator, local government",None,None
11,Whitehall Road,Terry,Smith,56,Head,Single,Male,Automotive engineer,None,Christian
11,Whitehall Road,Philip,Kelly,54,None,Single,Male,Medical illustrator,None,Christian
12,Whitehall Road,Frances,Jones,38,Head,Married,Female,Technical author,None,Christian
12,Whitehall Road,Kenneth,Jones,41,Husband,Married,Male,Camera operator,None,None
13,Whitehall Road,Nicole,Nash,51,Head,Married,Female,"Designer, ceramics/pottery",None,None
13,Whitehall Road,Ricky, ,50,Husband,Married,Male,Magazine journalist,None,None
14,Whitehall Road,Katie,Bibi,63,Head,Divorced,Female,Occupational therapist,None,Catholic
14,Whitehall Road,Joel,Morgan,7,Grandson,NA,Male,Student,None,NA
15,Whitehall Road,Maria,Collins,61,Head,Divorced,Female,"Teacher, secondary school",None,Christian
16,Whitehall Road,Georgina,Hunter,29,Head,Married,Female,"Teacher, music",None,None
16,Whitehall Road,Timothy,Hunter,30,Husband,Married,Male,Occupational hygienist,None,None
16,Whitehall Road,Gregory,Hunter,4,Son,NA,Male,Child,None,NA
16,Whitehall Road,Joshua,Hunter,2,Son,NA,Male,Child,None,NA
17,Whitehall Road,Jessica,Benson,47,Head,Married,Female,"Psychologist, clinical",None,Catholic
17,Whitehall Road,Abdul,Benson,50,Husband,Married,Male,"Engineer, civil (contracting)",None,None
17,Whitehall Road,Nicola,Benson,10,Daughter,NA,Female,Student,None,NA
18,Whitehall Road,Hugh,Gill,66,Head,Married,Male,Air cabin crew,None,None
18,Whitehall Road,Katie,Gill,59,Wife,Married,Female,Patent examiner,None,None
19,Whitehall Road,Naomi,Sanderson,40,Head,Married,Female,Exhibition designer,None,None
19,Whitehall Road,Elliott,Sanderson,43,Husband,Married,Male,"Engineer, building services",Mental Disability,None
19,Whitehall Road,Sophie,Sanderson,13,Daughter,NA,Female,Student,None,NA
19,Whitehall Road,Carolyn,Sanderson,9,Daughter,NA,Female,Student,None,NA
19,Whitehall Road,Lydia,Sanderson,5,Daughter,NA,Female,Student,None,NA
20,Whitehall Road,Kim,Howell,23,Head,Married,Female,Animal technologist,None,Catholic
20,Whitehall Road,Allan,Howell,25,Husband,Married,Male,"Engineer, maintenance (IT)",None,Catholic
20,Whitehall Road,Kieran,Howell,1,Son,NA,Male,Child,None,NA
20,Whitehall Road,Brenda,Jackson,36,Lodger,Single,Female,"Conservator, museum/gallery",None,Catholic
21,Whitehall Road,Hannah,Cox,41,Head,Married,Female,Public librarian,None,Christian
21,Whitehall Road,Lewis,Cox,44,Husband,Married,Male,Police officer,None,Christian
22,Whitehall Road,Leslie,Smith,36,Head,Single,Male,"Librarian, academic",None,None
23,Whitehall Road,Steven,Patel,30,Head,Married,Male,Technical sales engineer,None,None
23,Whitehall Road,Mary,Patel,27,Wife,Married,Female,Emergency planning/management officer,None,None
23,Whitehall Road,Aaron,Patel,6,Son,NA,Male,Student,None,NA
24,Whitehall Road,William,Foster,33,Head,Single,Male,Marine scientist,None,None
24,Whitehall Road,Barbara,Page,23,None,Single,Female,Telecommunications researcher,None,None
24,Whitehall Road,Frank,Clements,38,None,Single,Male,Musician,None,Christian
24,Whitehall Road,Linda,Simpson,55,None,Single,Female,Unemployed,None,None
24,Whitehall Road,Francis,Brookes,57,None,Single,Male,"Teacher, secondary school",None,None
25,Whitehall Road,Melanie,Cox,59,Head,Married,Female,"Geologist, wellsite",None,None
25,Whitehall Road,Hugh,Cox,61,Husband,Married,Male,Podiatrist,None,None
25,Whitehall Road,Cameron,Cox,26,Son,Single,Male,Dispensing optician,None,None
25,Whitehall Road,Carly,Cox,23,Daughter,Divorced,Female,"Restaurant manager, fast food",None,None
25,Whitehall Road,Michelle,Cox,3,Daughter,NA,Female,Child,None,NA
26,Whitehall Road,Samantha,Cole,61,Head,Married,Female,Waste management officer,None,Christian
26,Whitehall Road,James,Cole,64,Husband,Married,Male,"Editor, commissioning",None,None
26,Whitehall Road,Damien,Cole,27,Son,Single,Male,Dentist,None,None
26,Whitehall Road,Dennis,Cole,25,Son,Divorced,Male,Unemployed,None,Christian
26,Whitehall Road,Rita,Cole,8,Daughter,NA,Female,Student,None,NA
27,Whitehall Road,Jason,Fitzgerald,40,Head,Married,Male,"Engineer, broadcasting (operations)",None,None
27,Whitehall Road,Sian,Fitzgerald,38,Wife,Married,Female,Automotive engineer,None,None
28,Whitehall Road,Edward,Byrne-Stevenson,54,Head,Single,Male,Dancer,None,Christian
28,Whitehall Road,Sandra,Marshall-Byrne-Stevenson,30,Daughter,Single,Female,"Civil engineer, consulting",None,None
29,Whitehall Road,Jill,Jackson,25,Head,Married,Female,Patent examiner,None,None
29,Whitehall Road,Julian,Jackson,29,Husband,Married,Male,Hydrologist,None,None
30,Whitehall Road,Aimee,Hawkins,39,Head,Married,Female,Office manager,None,Catholic
30,Whitehall Road,Scott,Hawkins,41,Husband,Married,Male,Energy manager,None,None
30,Whitehall Road,Owen,Hawkins,11,Son,NA,Male,Student,None,NA
30,Whitehall Road,Kathryn,Hawkins,9,Daughter,NA,Female,Student,None,NA
30,Whitehall Road,Terry,Hawkins,5,Son,NA,Male,Student,None,NA
31,Whitehall Road,Wayne,McKenzie,66,Head,Divorced,Male,Database administrator,None,Christian
32,Whitehall Road,Gareth,Dixon,58,Head,Single,Male,"Journalist, broadcasting",None,None
32,Whitehall Road,Jade,Bull,18,None,Single,Female,Student,None,NA
33,Whitehall Road,Sheila,Davies,58,Head,Single,Female,Commercial art gallery manager,None,None
33,Whitehall Road,David,Marshall,61,Partner,Single,Male,"Scientist, research (life sciences)",None,None
33,Whitehall Road,Debra,Davies,13,Daughter,NA,Female,Student,None,NA
33,Whitehall Road,Malcolm,Davies,9,Son,NA,Male,Student,None,NA
34,Whitehall Road,Catherine,Singh,72,Head,Married,Female,"Retired Administrator, charities/voluntary organisations",None,Christian
34,Whitehall Road,Clive,Singh,73,Husband,Married,Male,Retired Careers information officer,None,None
34,Whitehall Road,Gillian,Singh,21,Granddaughter,Divorced,Female,"Sound technician, broadcasting/film/video",None,Christian
34,Whitehall Road,James,Smith-Singh,17,Grandson,NA,Male,Student,None,NA
35,Whitehall Road,Jean,Watkins,74,Head,Married,Female,Retired Exercise physiologist,None,None
35,Whitehall Road,Patrick,Watkins,79,Husband,Married,Male,"Retired Teacher, English as a foreign language",None,None
36,Whitehall Road,Elliott,Clarke,67,Head,Married,Male,Financial risk analyst,None,Christian
36,Whitehall Road,Mandy,Clarke,66,Wife,Married,Female,Unemployed,None,Christian
37,Whitehall Road,Eleanor,Wilson,39,Head,Single,Female,Fisheries officer,None,Christian
37,Whitehall Road,Josephine,Stewart-Wilson,11,Daughter,NA,Female,Student,None,NA
38,Whitehall Road,Lisa,Morris,46,Head,Divorced,Female,Dispensing optician,None,None
38,Whitehall Road,Rachael,Morris,9,Daughter,NA,Female,Student,None,NA
39,Whitehall Road,Beverley,Phillips,36,Head,Divorced,Female,Unemployed,None,Catholic
39,Whitehall Road,Elaine,Howarth,5,Daughter,NA,Female,Student,None,NA
39,Whitehall Road,Vanessa,Howarth,3,Daughter,NA,Female,Child,None,NA
39,Whitehall Road,Laura,Howarth,2,Daughter,NA,Female,Child,None,NA
39,Whitehall Road,Nicholas,Stone,20,Lodger,Single,Male,University Student,None,Methodist
40,Whitehall Road,Anne,Walsh,25,Head,Single,Female,Horticultural consultant,None,None
40,Whitehall Road,Damian,Walton,25,Partner,Single,Male,Electronics engineer,None,None
40,Whitehall Road,Ronald,Walsh,8,Son,NA,Male,Student,None,NA
41,Whitehall Road,Ryan,Dickinson,39,Head,Married,Male,Paramedic,None,Christian
41,Whitehall Road,Frances,Dickinson,36,Wife,Married,Female,"Surveyor, planning and development",None,Christian
41,Whitehall Road,Thomas,Dickinson,9,Son,NA,Male,Student,None,NA
42,Whitehall Road,Leanne,Gill,54,Head,Single,Female,Higher education lecturer,None,None
42,Whitehall Road,Stuart,Butler,61,Partner,Single,Male,Management consultant,None,None
43,Whitehall Road,Jonathan,Henderson,31,Head,Married,Male,Advertising art director,None,Catholic
43,Whitehall Road,Amanda,Henderson,29,Wife,Married,Female,Media planner,None,Catholic
44,Whitehall Road,Molly,Goddard,41,Head,Single,Female,Hospital doctor,None,Christian
44,Whitehall Road,Gavin,Goddard,8,Son,NA,Male,Student,None,NA
44,Whitehall Road,Donald,Goddard,6,Son,NA,Male,Student,None,NA
44,Whitehall Road,Joshua,Goddard,6,Son,NA,Male,Student,None,NA
44,Whitehall Road,Tracey,Barker,60,Lodger,Divorced,Female,"Surveyor, rural practice",None,Christian
45,Whitehall Road,Hollie,Bentley,67,Head,Married,Female,"Programmer, multimedia",None,None
45,Whitehall Road,Ben,Bentley,69,Husband,Married,Male,"Retired Psychologist, forensic",None,None
45,Whitehall Road,Paula,Bentley,40,Daughter,Single,Female,Copy,None,None
45,Whitehall Road,Gavin,Bentley,40,Son,Single,Male,Artist,None,None
45,Whitehall Road,Shane,Bentley,38,Son,Single,Male,Equities trader,None,None
46,Whitehall Road,Rhys,Thomson,24,Head,Single,Male,Charity officer,None,None
46,Whitehall Road,Shirley,Evans,33,None,Single,Female,Neurosurgeon,None,None
46,Whitehall Road,Timothy,Jones,26,None,Single,Male,Fast food restaurant manager,None,None
46,Whitehall Road,Paige,Kelly,40,None,Single,Female,Unemployed,None,Catholic
46,Whitehall Road,Hilary,Williams,41,None,Single,Female,"Surveyor, building control",None,None
46,Whitehall Road,Brett,Hill,54,None,Single,Male,IT trainer,None,Christian
47,Whitehall Road,Sian,Mann,55,Head,Single,Female,Agricultural engineer,None,Christian
47,Whitehall Road,Reece,Mann,14,Son,NA,Male,Student,None,NA
47,Whitehall Road,Shane,Mann,13,Son,NA,Male,Student,None,NA
48,Whitehall Road,Lydia,Wong,27,Head,Single,Female,"Engineer, energy",None,Christian
48,Whitehall Road,Sylvia,Grant,20,None,Single,Female,University Student,None,Christian
49,Whitehall Road,Elizabeth,Leonard,22,Head,Single,Female,University Student,None,Catholic
49,Whitehall Road,Pamela,Rose,19,None,Single,Female,University Student,None,Catholic
50,Whitehall Road,Kirsty,Brown,74,Head,Married,Female,"Retired Teacher, English as a foreign language",None,Christian
50,Whitehall Road,Darren,Brown,76,Husband,Married,Male,"Retired Surveyor, commercial/residential",None,None
51,Whitehall Road,Carolyn,Stewart,48,Head,Married,Female,Dealer,None,Muslim
51,Whitehall Road,Andrew,Stewart,52,Husband,Married,Male,Clinical psychologist,None,Muslim
51,Whitehall Road,Cheryl,Stewart,17,Daughter,NA,Female,Student,None,NA
52,Whitehall Road,Katie,Barber,35,Head,Divorced,Female,Unemployed,None,Catholic
52,Whitehall Road,Sylvia,Barber,1,Daughter,NA,Female,Child,None,NA
52,Whitehall Road,Carol,Potts,31,Lodger,Divorced,Female,"Engineer, civil (contracting)",None,None
52,Whitehall Road,Carly,Evans,34,Lodger,Divorced,Female,Equities trader,None,None
53,Whitehall Road,Gavin,Whitehead,56,Head,Divorced,Male,"Horticulturist, amenity",None,None
54,Whitehall Road,Cheryl,Duncan,48,Head,Single,Female,Scientific laboratory technician,None,Christian
54,Whitehall Road,Colin,Connor,51,Partner,Single,Male,"Producer, radio",None,None
55,Whitehall Road,Gordon,Jones,58,Head,Married,Male,"Editor, magazine features",None,Methodist
55,Whitehall Road,Irene,Jones,55,Wife,Married,Female,"Teacher, special educational needs",None,None
56,Whitehall Road,Fiona,Robinson,39,Head,Married,Female,Curator,None,Catholic
56,Whitehall Road,Stewart,Robinson,38,Husband,Married,Male,Legal executive,None,Catholic
56,Whitehall Road,Kenneth,Robinson,0,Son,NA,Male,Child,None,NA
57,Whitehall Road,Irene,Davies,38,Head,Married,Female,Data scientist,None,None
57,Whitehall Road,Rhys,Davies,34,Husband,Married,Male,Commercial horticulturist,None,None
57,Whitehall Road,Pauline,Davies,5,Daughter,NA,Female,Student,None,NA
58,Whitehall Road,Katie,Marsden,29,Head,Divorced,Female,Emergency planning/management officer,None,Methodist
58,Whitehall Road,Katy,Marsden,6,Daughter,NA,Female,Student,None,NA
58,Whitehall Road,Mohammed,Marsden,2,Son,NA,Male,Child,None,NA
58,Whitehall Road,Janet,Marsden,1,Daughter,NA,Female,Child,None,NA
59,Whitehall Road,Georgia,Long,52,Head,Married,Female,Radio broadcast assistant,None,Christian
59,Whitehall Road,Justin,Long,53,Husband,Married,Male,"Engineer, manufacturing systems",None,Christian
59,Whitehall Road,Mitchell,Miller-Long,25,Son,Single,Male,Osteopath,None,Christian
59,Whitehall Road,Jay,Miller-Long,25,Son,Single,Male,Unemployed,None,Christian
59,Whitehall Road,Mandy,Miller-Long,9,Daughter,NA,Female,Student,None,NA
60,Whitehall Road,Gregory,Ward,85,Head,Married,Male,Retired Medical laboratory scientific officer,None,Catholic
60,Whitehall Road,Katherine,Ward,83,Wife,Married,Female,"Retired Therapist, horticultural",None,None
61,Whitehall Road,Katie,Murphy,62,Head,Divorced,Female,Health service manager,None,Christian
61,Whitehall Road,Lynn,Johnson,14,Granddaughter,NA,Female,Student,None,NA
62,Whitehall Road,Louis,Shaw,47,Head,Married,Male,Race relations officer,None,Catholic
62,Whitehall Road,Beverley,Taylor,44,Wife,Married,Female,Telecommunications researcher,None,None
63,Whitehall Road,Nigel,Cooper,31,Head,Married,Male,Hotel manager,None,Methodist
63,Whitehall Road,Patricia,Cooper,29,Wife,Married,Female,"Administrator, charities/voluntary organisations",None,Methodist
64,Whitehall Road,Abbie,Smith,23,Head,Single,Female,Health physicist,None,None
64,Whitehall Road,Donald,Williams,25,Partner,Single,Male,Ship broker,None,None
64,Whitehall Road,Barry,Knight,56,Lodger,Single,Male,Land,None,Christian
64,Whitehall Road,Glen,Gordon,44,Lodger,Single,Male,Printmaker,None,None
64,Whitehall Road,Jordan,Watson,26,Lodger,Single,Male,Research scientist (medical),None,Christian
65,Whitehall Road,Elliott,Davidson,72,Head,Married,Male,"Retired Surveyor, quantity",None,None
65,Whitehall Road,Cheryl,Davidson,70,Wife,Married,Female,Retired Television/film/video producer,None,None
66,Whitehall Road,Sara,Andrews,63,Head,Married,Female,"Designer, ceramics/pottery",None,None
66,Whitehall Road,Gary,Andrews,68,Husband,Married,Male,Retired Cabin crew,None,None
66,Whitehall Road,Denise,Jones,3,Granddaughter,NA,Female,Child,None,NA
67,Whitehall Road,Henry,Jarvis,37,Head,Single,Male,"Surveyor, minerals",None,None
67,Whitehall Road,Kyle,Jarvis,9,Son,NA,Male,Student,None,NA
68,Whitehall Road,Ruth,Smith,43,Head,Single,Female,Futures trader,None,Christian
68,Whitehall Road,Melissa,Smith,16,Daughter,NA,Female,Student,None,NA
69,Whitehall Road,June,Davies,52,Head,Married,Female,IT consultant,None,None
69,Whitehall Road,Julian,Davies-Phillips,56,Husband,Married,Male,Fashion designer,None,None
69,Whitehall Road,Graeme,Davies-Phillips,14,Son,NA,Male,Student,None,NA
70,Whitehall Road,Beth,Wright,30,Head,Married,Female,"Teacher, primary school",None,Christian
70,Whitehall Road,Dominic,Wright,32,Husband,Married,Male,Jewellery designer,None,Christian
71,Whitehall Road,Sally,Smith,29,Head,Married,Female,Youth worker,None,None
71,Whitehall Road,William,Smith,31,Husband,Married,Male,Chiropractor,None,None
71,Whitehall Road,Rhys,Smith,6,Son,NA,Male,Student,None,NA
71,Whitehall Road,Clifford,Smith,6,Son,NA,Male,Student,None,NA
72,Whitehall Road,Elliot,Martin,66,Head,Widowed,Male,Environmental health practitioner,None,Christian
72,Whitehall Road,Wayne,Martin,27,Son,Single,Male,"Scientist, research (maths)",None,Christian
73,Whitehall Road,Katy,Doyle,43,Head,Single,Female,Horticultural consultant,None,None
73,Whitehall Road,Beverley,Pearce,34,None,Single,Female,Chartered accountant,None,None
73,Whitehall Road,Hollie,Bell,31,None,Single,Female,Community arts worker,None,Sikh
73,Whitehall Road,Georgia,Patel,19,None,Single,Female,University Student,None,None
74,Whitehall Road,Michelle,Little,52,Head,Divorced,Female,"Designer, interior/spatial",None,Christian
74,Whitehall Road,Darren,Little,24,Son,Divorced,Male,Chiropodist,None,None
75,Whitehall Road,Beverley,Smith,60,Head,Married,Female,English as a foreign language teacher,None,Christian
75,Whitehall Road,Kieran,Smith,59,Husband,Married,Male,Analytical chemist,None,Christian
76,Whitehall Road,Ann,Hussain,57,Head,Single,Female,Early years teacher,None,Christian
76,Whitehall Road,Edward,Clarke,14,Son,NA,Male,Student,None,NA
77,Whitehall Road,Charles,Bradley,78,Head,Widowed,Male,Retired Software engineer,None,None
78,Whitehall Road,Marian,Evans,34,Head,Single,Female,"Presenter, broadcasting",None,None
78,Whitehall Road,Danny,Hussain,36,Partner,Single,Male,"Psychologist, forensic",None,None
78,Whitehall Road,Diana,Evans,8,Daughter,NA,Female,Student,None,NA
78,Whitehall Road,Benjamin,Evans,7,Son,NA,Male,Student,None,NA
78,Whitehall Road,Ben,Evans,6,Son,NA,Male,Student,None,NA
79,Whitehall Road,Alexandra,Palmer,48,Head,Single,Female,Forensic psychologist,None,Christian
79,Whitehall Road,Billy,Carter,47,Partner,Single,Male,Museum education officer,None,Christian
80,Whitehall Road,Sharon,Patel,86,Head,Married,Female,Retired Careers adviser,None,None
80,Whitehall Road,Jack,Patel,83,Husband,Married,Male,"Retired Designer, exhibition/display",None,None
81,Whitehall Road,Kim,Miah,82,Head,Married,Female,Retired Product designer,None,Christian
81,Whitehall Road,Clifford,Miah,84,Husband,Married,Male,Retired Best boy,None,Christian
82,Whitehall Road,Janet,Brown-Clarke,79,Head,Married,Female,Retired Commercial horticulturist,None,None
82,Whitehall Road,Jason,Brown-Clarke,81,Husband,Married,Male,Retired Furniture conservator/restorer,None,None
83,Whitehall Road,Stewart,Harris,22,Head,Single,Male,University Student,None,Christian
83,Whitehall Road,Valerie,Morris,22,None,Single,Female,University Student,None,NA
84,Whitehall Road,Lesley,Rose,31,Head,Single,Female,Naval architect,None,None
84,Whitehall Road,Alan,Morgan,32,Partner,Single,Male,Magazine features editor,None,None
1,Iron Point,Dominic,Wright,43,Head,Single,Male,"Embryologist, clinical",None,Catholic
2,Iron Point,Linda,Knight,44,Head,Married,Female,Speech and language therapist,None,Christian
2,Iron Point,Denis,Green,46,Husband,Married,Male,"Teacher, adult education",None,Christian
2,Iron Point,Jeremy,Knight,11,Son,NA,Male,Student,None,NA
3,Iron Point,Shane,Taylor,79,Head,Widowed,Male,"Retired Engineer, technical sales",None,Methodist
4,Iron Point,John,Weston,35,Head,Single,Male,"Physicist, medical",None,Christian
4,Iron Point,Emma,White,32,Partner,Single,Female,Medical secretary,None,None
5,Iron Point,Lynda,Scott,31,Head,Single,Female,Marine scientist,None,Christian
6,Iron Point,Angela,Walsh,59,Head,Single,Female,Air traffic controller,None,Christian
6,Iron Point,Stephen,King,61,Partner,Single,Male,"Teacher, primary school",None,None
7,Iron Point,Geraldine,Pritchard,58,Head,Divorced,Female,Unemployed,None,Methodist
7,Iron Point,Ronald,Pritchard,33,Son,Single,Male,Teaching laboratory technician,None,Methodist
